card1,card2,card3,suit_texture,rank_texture,high_card_class,gap_high_mid,gap_mid_low,has_straight_potential,weight
2s,2h,2d,rainbow,trips,low,0,0,true,4
3s,2s,2h,two_tone,paired,low,0,0,true,12
3s,2h,2d,rainbow,paired,low,0,0,true,12
3s,3h,2s,two_tone,paired,low,0,0,true,12
3s,3h,2d,rainbow,paired,low,0,0,true,12
3s,3h,3d,rainbow,trips,low,0,0,true,4
4s,2s,2h,two_tone,paired,low,1,0,true,12
4s,2h,2d,rainbow,paired,low,1,0,true,12
4s,3s,2s,monotone,unpaired,low,0,0,true,4
4s,3s,2h,two_tone,unpaired,low,0,0,true,12
4s,3s,3h,two_tone,paired,low,0,0,true,12
4s,3h,2s,two_tone,unpaired,low,0,0,true,12
4s,3h,2d,rainbow,unpaired,low,0,0,true,24
4s,3h,3d,rainbow,paired,low,0,0,true,12
4s,4h,2s,two_tone,paired,low,1,0,true,12
4s,4h,2d,rainbow,paired,low,1,0,true,12
4s,4h,3s,two_tone,paired,low,0,0,true,12
4s,4h,3d,rainbow,paired,low,0,0,true,12
4s,4h,4d,rainbow,trips,low,0,0,true,4
4h,3s,2s,two_tone,unpaired,low,0,0,true,12
5s,2s,2h,two_tone,paired,low,2,0,true,12
5s,2h,2d,rainbow,paired,low,2,0,true,12
5s,3s,2s,monotone,unpaired,low,1,0,true,4
5s,3s,2h,two_tone,unpaired,low,1,0,true,12
5s,3s,3h,two_tone,paired,low,1,0,true,12
5s,3h,2s,two_tone,unpaired,low,1,0,true,12
5s,3h,2d,rainbow,unpaired,low,1,0,true,24
5s,3h,3d,rainbow,paired,low,1,0,true,12
5s,4s,2s,monotone,unpaired,low,0,1,true,4
5s,4s,2h,two_tone,unpaired,low,0,1,true,12
5s,4s,3s,monotone,unpaired,low,0,0,true,4
5s,4s,3h,two_tone,unpaired,low,0,0,true,12
5s,4s,4h,two_tone,paired,low,0,0,true,12
5s,4h,2s,two_tone,unpaired,low,0,1,true,12
5s,4h,2d,rainbow,unpaired,low,0,1,true,24
5s,4h,3s,two_tone,unpaired,low,0,0,true,12
5s,4h,3d,rainbow,unpaired,low,0,0,true,24
5s,4h,4d,rainbow,paired,low,0,0,true,12
5s,5h,2s,two_tone,paired,low,2,0,true,12
5s,5h,2d,rainbow,paired,low,2,0,true,12
5s,5h,3s,two_tone,paired,low,1,0,true,12
5s,5h,3d,rainbow,paired,low,1,0,true,12
5s,5h,4s,two_tone,paired,low,0,0,true,12
5s,5h,4d,rainbow,paired,low,0,0,true,12
5s,5h,5d,rainbow,trips,low,0,0,true,4
5h,3s,2s,two_tone,unpaired,low,1,0,true,12
5h,4s,2s,two_tone,unpaired,low,0,1,true,12
5h,4s,3s,two_tone,unpaired,low,0,0,true,12
6s,2s,2h,two_tone,paired,middle,3,0,true,12
6s,2h,2d,rainbow,paired,middle,3,0,true,12
6s,3s,2s,monotone,unpaired,middle,2,0,true,4
6s,3s,2h,two_tone,unpaired,middle,2,0,true,12
6s,3s,3h,two_tone,paired,middle,2,0,true,12
6s,3h,2s,two_tone,unpaired,middle,2,0,true,12
6s,3h,2d,rainbow,unpaired,middle,2,0,true,24
6s,3h,3d,rainbow,paired,middle,2,0,true,12
6s,4s,2s,monotone,unpaired,middle,1,1,true,4
6s,4s,2h,two_tone,unpaired,middle,1,1,true,12
6s,4s,3s,monotone,unpaired,middle,1,0,true,4
6s,4s,3h,two_tone,unpaired,middle,1,0,true,12
6s,4s,4h,two_tone,paired,middle,1,0,true,12
6s,4h,2s,two_tone,unpaired,middle,1,1,true,12
6s,4h,2d,rainbow,unpaired,middle,1,1,true,24
6s,4h,3s,two_tone,unpaired,middle,1,0,true,12
6s,4h,3d,rainbow,unpaired,middle,1,0,true,24
6s,4h,4d,rainbow,paired,middle,1,0,true,12
6s,5s,2s,monotone,unpaired,middle,0,2,true,4
6s,5s,2h,two_tone,unpaired,middle,0,2,true,12
6s,5s,3s,monotone,unpaired,middle,0,1,true,4
6s,5s,3h,two_tone,unpaired,middle,0,1,true,12
6s,5s,4s,monotone,unpaired,middle,0,0,true,4
6s,5s,4h,two_tone,unpaired,middle,0,0,true,12
6s,5s,5h,two_tone,paired,middle,0,0,true,12
6s,5h,2s,two_tone,unpaired,middle,0,2,true,12
6s,5h,2d,rainbow,unpaired,middle,0,2,true,24
6s,5h,3s,two_tone,unpaired,middle,0,1,true,12
6s,5h,3d,rainbow,unpaired,middle,0,1,true,24
6s,5h,4s,two_tone,unpaired,middle,0,0,true,12
6s,5h,4d,rainbow,unpaired,middle,0,0,true,24
6s,5h,5d,rainbow,paired,middle,0,0,true,12
6s,6h,2s,two_tone,paired,middle,3,0,true,12
6s,6h,2d,rainbow,paired,middle,3,0,true,12
6s,6h,3s,two_tone,paired,middle,2,0,true,12
6s,6h,3d,rainbow,paired,middle,2,0,true,12
6s,6h,4s,two_tone,paired,middle,1,0,true,12
6s,6h,4d,rainbow,paired,middle,1,0,true,12
6s,6h,5s,two_tone,paired,middle,0,0,true,12
6s,6h,5d,rainbow,paired,middle,0,0,true,12
6s,6h,6d,rainbow,trips,middle,0,0,true,4
6h,3s,2s,two_tone,unpaired,middle,2,0,true,12
6h,4s,2s,two_tone,unpaired,middle,1,1,true,12
6h,4s,3s,two_tone,unpaired,middle,1,0,true,12
6h,5s,2s,two_tone,unpaired,middle,0,2,true,12
6h,5s,3s,two_tone,unpaired,middle,0,1,true,12
6h,5s,4s,two_tone,unpaired,middle,0,0,true,12
7s,2s,2h,two_tone,paired,middle,4,0,false,12
7s,2h,2d,rainbow,paired,middle,4,0,false,12
7s,3s,2s,monotone,unpaired,middle,3,0,false,4
7s,3s,2h,two_tone,unpaired,middle,3,0,false,12
7s,3s,3h,two_tone,paired,middle,3,0,true,12
7s,3h,2s,two_tone,unpaired,middle,3,0,false,12
7s,3h,2d,rainbow,unpaired,middle,3,0,false,24
7s,3h,3d,rainbow,paired,middle,3,0,true,12
7s,4s,2s,monotone,unpaired,middle,2,1,false,4
7s,4s,2h,two_tone,unpaired,middle,2,1,false,12
7s,4s,3s,monotone,unpaired,middle,2,0,true,4
7s,4s,3h,two_tone,unpaired,middle,2,0,true,12
7s,4s,4h,two_tone,paired,middle,2,0,true,12
7s,4h,2s,two_tone,unpaired,middle,2,1,false,12
7s,4h,2d,rainbow,unpaired,middle,2,1,false,24
7s,4h,3s,two_tone,unpaired,middle,2,0,true,12
7s,4h,3d,rainbow,unpaired,middle,2,0,true,24
7s,4h,4d,rainbow,paired,middle,2,0,true,12
7s,5s,2s,monotone,unpaired,middle,1,2,false,4
7s,5s,2h,two_tone,unpaired,middle,1,2,false,12
7s,5s,3s,monotone,unpaired,middle,1,1,true,4
7s,5s,3h,two_tone,unpaired,middle,1,1,true,12
7s,5s,4s,monotone,unpaired,middle,1,0,true,4
7s,5s,4h,two_tone,unpaired,middle,1,0,true,12
7s,5s,5h,two_tone,paired,middle,1,0,true,12
7s,5h,2s,two_tone,unpaired,middle,1,2,false,12
7s,5h,2d,rainbow,unpaired,middle,1,2,false,24
7s,5h,3s,two_tone,unpaired,middle,1,1,true,12
7s,5h,3d,rainbow,unpaired,middle,1,1,true,24
7s,5h,4s,two_tone,unpaired,middle,1,0,true,12
7s,5h,4d,rainbow,unpaired,middle,1,0,true,24
7s,5h,5d,rainbow,paired,middle,1,0,true,12
7s,6s,2s,monotone,unpaired,middle,0,3,false,4
7s,6s,2h,two_tone,unpaired,middle,0,3,false,12
7s,6s,3s,monotone,unpaired,middle,0,2,true,4
7s,6s,3h,two_tone,unpaired,middle,0,2,true,12
7s,6s,4s,monotone,unpaired,middle,0,1,true,4
7s,6s,4h,two_tone,unpaired,middle,0,1,true,12
7s,6s,5s,monotone,unpaired,middle,0,0,true,4
7s,6s,5h,two_tone,unpaired,middle,0,0,true,12
7s,6s,6h,two_tone,paired,middle,0,0,true,12
7s,6h,2s,two_tone,unpaired,middle,0,3,false,12
7s,6h,2d,rainbow,unpaired,middle,0,3,false,24
7s,6h,3s,two_tone,unpaired,middle,0,2,true,12
7s,6h,3d,rainbow,unpaired,middle,0,2,true,24
7s,6h,4s,two_tone,unpaired,middle,0,1,true,12
7s,6h,4d,rainbow,unpaired,middle,0,1,true,24
7s,6h,5s,two_tone,unpaired,middle,0,0,true,12
7s,6h,5d,rainbow,unpaired,middle,0,0,true,24
7s,6h,6d,rainbow,paired,middle,0,0,true,12
7s,7h,2s,two_tone,paired,middle,4,0,false,12
7s,7h,2d,rainbow,paired,middle,4,0,false,12
7s,7h,3s,two_tone,paired,middle,3,0,true,12
7s,7h,3d,rainbow,paired,middle,3,0,true,12
7s,7h,4s,two_tone,paired,middle,2,0,true,12
7s,7h,4d,rainbow,paired,middle,2,0,true,12
7s,7h,5s,two_tone,paired,middle,1,0,true,12
7s,7h,5d,rainbow,paired,middle,1,0,true,12
7s,7h,6s,two_tone,paired,middle,0,0,true,12
7s,7h,6d,rainbow,paired,middle,0,0,true,12
7s,7h,7d,rainbow,trips,middle,0,0,true,4
7h,3s,2s,two_tone,unpaired,middle,3,0,false,12
7h,4s,2s,two_tone,unpaired,middle,2,1,false,12
7h,4s,3s,two_tone,unpaired,middle,2,0,true,12
7h,5s,2s,two_tone,unpaired,middle,1,2,false,12
7h,5s,3s,two_tone,unpaired,middle,1,1,true,12
7h,5s,4s,two_tone,unpaired,middle,1,0,true,12
7h,6s,2s,two_tone,unpaired,middle,0,3,false,12
7h,6s,3s,two_tone,unpaired,middle,0,2,true,12
7h,6s,4s,two_tone,unpaired,middle,0,1,true,12
7h,6s,5s,two_tone,unpaired,middle,0,0,true,12
8s,2s,2h,two_tone,paired,middle,5,0,false,12
8s,2h,2d,rainbow,paired,middle,5,0,false,12
8s,3s,2s,monotone,unpaired,middle,4,0,false,4
8s,3s,2h,two_tone,unpaired,middle,4,0,false,12
8s,3s,3h,two_tone,paired,middle,4,0,false,12
8s,3h,2s,two_tone,unpaired,middle,4,0,false,12
8s,3h,2d,rainbow,unpaired,middle,4,0,false,24
8s,3h,3d,rainbow,paired,middle,4,0,false,12
8s,4s,2s,monotone,unpaired,middle,3,1,false,4
8s,4s,2h,two_tone,unpaired,middle,3,1,false,12
8s,4s,3s,monotone,unpaired,middle,3,0,false,4
8s,4s,3h,two_tone,unpaired,middle,3,0,false,12
8s,4s,4h,two_tone,paired,middle,3,0,true,12
8s,4h,2s,two_tone,unpaired,middle,3,1,false,12
8s,4h,2d,rainbow,unpaired,middle,3,1,false,24
8s,4h,3s,two_tone,unpaired,middle,3,0,false,12
8s,4h,3d,rainbow,unpaired,middle,3,0,false,24
8s,4h,4d,rainbow,paired,middle,3,0,true,12
8s,5s,2s,monotone,unpaired,middle,2,2,false,4
8s,5s,2h,two_tone,unpaired,middle,2,2,false,12
8s,5s,3s,monotone,unpaired,middle,2,1,false,4
8s,5s,3h,two_tone,unpaired,middle,2,1,false,12
8s,5s,4s,monotone,unpaired,middle,2,0,true,4
8s,5s,4h,two_tone,unpaired,middle,2,0,true,12
8s,5s,5h,two_tone,paired,middle,2,0,true,12
8s,5h,2s,two_tone,unpaired,middle,2,2,false,12
8s,5h,2d,rainbow,unpaired,middle,2,2,false,24
8s,5h,3s,two_tone,unpaired,middle,2,1,false,12
8s,5h,3d,rainbow,unpaired,middle,2,1,false,24
8s,5h,4s,two_tone,unpaired,middle,2,0,true,12
8s,5h,4d,rainbow,unpaired,middle,2,0,true,24
8s,5h,5d,rainbow,paired,middle,2,0,true,12
8s,6s,2s,monotone,unpaired,middle,1,3,false,4
8s,6s,2h,two_tone,unpaired,middle,1,3,false,12
8s,6s,3s,monotone,unpaired,middle,1,2,false,4
8s,6s,3h,two_tone,unpaired,middle,1,2,false,12
8s,6s,4s,monotone,unpaired,middle,1,1,true,4
8s,6s,4h,two_tone,unpaired,middle,1,1,true,12
8s,6s,5s,monotone,unpaired,middle,1,0,true,4
8s,6s,5h,two_tone,unpaired,middle,1,0,true,12
8s,6s,6h,two_tone,paired,middle,1,0,true,12
8s,6h,2s,two_tone,unpaired,middle,1,3,false,12
8s,6h,2d,rainbow,unpaired,middle,1,3,false,24
8s,6h,3s,two_tone,unpaired,middle,1,2,false,12
8s,6h,3d,rainbow,unpaired,middle,1,2,false,24
8s,6h,4s,two_tone,unpaired,middle,1,1,true,12
8s,6h,4d,rainbow,unpaired,middle,1,1,true,24
8s,6h,5s,two_tone,unpaired,middle,1,0,true,12
8s,6h,5d,rainbow,unpaired,middle,1,0,true,24
8s,6h,6d,rainbow,paired,middle,1,0,true,12
8s,7s,2s,monotone,unpaired,middle,0,4,false,4
8s,7s,2h,two_tone,unpaired,middle,0,4,false,12
8s,7s,3s,monotone,unpaired,middle,0,3,false,4
8s,7s,3h,two_tone,unpaired,middle,0,3,false,12
8s,7s,4s,monotone,unpaired,middle,0,2,true,4
8s,7s,4h,two_tone,unpaired,middle,0,2,true,12
8s,7s,5s,monotone,unpaired,middle,0,1,true,4
8s,7s,5h,two_tone,unpaired,middle,0,1,true,12
8s,7s,6s,monotone,unpaired,middle,0,0,true,4
8s,7s,6h,two_tone,unpaired,middle,0,0,true,12
8s,7s,7h,two_tone,paired,middle,0,0,true,12
8s,7h,2s,two_tone,unpaired,middle,0,4,false,12
8s,7h,2d,rainbow,unpaired,middle,0,4,false,24
8s,7h,3s,two_tone,unpaired,middle,0,3,false,12
8s,7h,3d,rainbow,unpaired,middle,0,3,false,24
8s,7h,4s,two_tone,unpaired,middle,0,2,true,12
8s,7h,4d,rainbow,unpaired,middle,0,2,true,24
8s,7h,5s,two_tone,unpaired,middle,0,1,true,12
8s,7h,5d,rainbow,unpaired,middle,0,1,true,24
8s,7h,6s,two_tone,unpaired,middle,0,0,true,12
8s,7h,6d,rainbow,unpaired,middle,0,0,true,24
8s,7h,7d,rainbow,paired,middle,0,0,true,12
8s,8h,2s,two_tone,paired,middle,5,0,false,12
8s,8h,2d,rainbow,paired,middle,5,0,false,12
8s,8h,3s,two_tone,paired,middle,4,0,false,12
8s,8h,3d,rainbow,paired,middle,4,0,false,12
8s,8h,4s,two_tone,paired,middle,3,0,true,12
8s,8h,4d,rainbow,paired,middle,3,0,true,12
8s,8h,5s,two_tone,paired,middle,2,0,true,12
8s,8h,5d,rainbow,paired,middle,2,0,true,12
8s,8h,6s,two_tone,paired,middle,1,0,true,12
8s,8h,6d,rainbow,paired,middle,1,0,true,12
8s,8h,7s,two_tone,paired,middle,0,0,true,12
8s,8h,7d,rainbow,paired,middle,0,0,true,12
8s,8h,8d,rainbow,trips,middle,0,0,true,4
8h,3s,2s,two_tone,unpaired,middle,4,0,false,12
8h,4s,2s,two_tone,unpaired,middle,3,1,false,12
8h,4s,3s,two_tone,unpaired,middle,3,0,false,12
8h,5s,2s,two_tone,unpaired,middle,2,2,false,12
8h,5s,3s,two_tone,unpaired,middle,2,1,false,12
8h,5s,4s,two_tone,unpaired,middle,2,0,true,12
8h,6s,2s,two_tone,unpaired,middle,1,3,false,12
8h,6s,3s,two_tone,unpaired,middle,1,2,false,12
8h,6s,4s,two_tone,unpaired,middle,1,1,true,12
8h,6s,5s,two_tone,unpaired,middle,1,0,true,12
8h,7s,2s,two_tone,unpaired,middle,0,4,false,12
8h,7s,3s,two_tone,unpaired,middle,0,3,false,12
8h,7s,4s,two_tone,unpaired,middle,0,2,true,12
8h,7s,5s,two_tone,unpaired,middle,0,1,true,12
8h,7s,6s,two_tone,unpaired,middle,0,0,true,12
9s,2s,2h,two_tone,paired,middle,6,0,false,12
9s,2h,2d,rainbow,paired,middle,6,0,false,12
9s,3s,2s,monotone,unpaired,middle,5,0,false,4
9s,3s,2h,two_tone,unpaired,middle,5,0,false,12
9s,3s,3h,two_tone,paired,middle,5,0,false,12
9s,3h,2s,two_tone,unpaired,middle,5,0,false,12
9s,3h,2d,rainbow,unpaired,middle,5,0,false,24
9s,3h,3d,rainbow,paired,middle,5,0,false,12
9s,4s,2s,monotone,unpaired,middle,4,1,false,4
9s,4s,2h,two_tone,unpaired,middle,4,1,false,12
9s,4s,3s,monotone,unpaired,middle,4,0,false,4
9s,4s,3h,two_tone,unpaired,middle,4,0,false,12
9s,4s,4h,two_tone,paired,middle,4,0,false,12
9s,4h,2s,two_tone,unpaired,middle,4,1,false,12
9s,4h,2d,rainbow,unpaired,middle,4,1,false,24
9s,4h,3s,two_tone,unpaired,middle,4,0,false,12
9s,4h,3d,rainbow,unpaired,middle,4,0,false,24
9s,4h,4d,rainbow,paired,middle,4,0,false,12
9s,5s,2s,monotone,unpaired,middle,3,2,false,4
9s,5s,2h,two_tone,unpaired,middle,3,2,false,12
9s,5s,3s,monotone,unpaired,middle,3,1,false,4
9s,5s,3h,two_tone,unpaired,middle,3,1,false,12
9s,5s,4s,monotone,unpaired,middle,3,0,false,4
9s,5s,4h,two_tone,unpaired,middle,3,0,false,12
9s,5s,5h,two_tone,paired,middle,3,0,true,12
9s,5h,2s,two_tone,unpaired,middle,3,2,false,12
9s,5h,2d,rainbow,unpaired,middle,3,2,false,24
9s,5h,3s,two_tone,unpaired,middle,3,1,false,12
9s,5h,3d,rainbow,unpaired,middle,3,1,false,24
9s,5h,4s,two_tone,unpaired,middle,3,0,false,12
9s,5h,4d,rainbow,unpaired,middle,3,0,false,24
9s,5h,5d,rainbow,paired,middle,3,0,true,12
9s,6s,2s,monotone,unpaired,middle,2,3,false,4
9s,6s,2h,two_tone,unpaired,middle,2,3,false,12
9s,6s,3s,monotone,unpaired,middle,2,2,false,4
9s,6s,3h,two_tone,unpaired,middle,2,2,false,12
9s,6s,4s,monotone,unpaired,middle,2,1,false,4
9s,6s,4h,two_tone,unpaired,middle,2,1,false,12
9s,6s,5s,monotone,unpaired,middle,2,0,true,4
9s,6s,5h,two_tone,unpaired,middle,2,0,true,12
9s,6s,6h,two_tone,paired,middle,2,0,true,12
9s,6h,2s,two_tone,unpaired,middle,2,3,false,12
9s,6h,2d,rainbow,unpaired,middle,2,3,false,24
9s,6h,3s,two_tone,unpaired,middle,2,2,false,12
9s,6h,3d,rainbow,unpaired,middle,2,2,false,24
9s,6h,4s,two_tone,unpaired,middle,2,1,false,12
9s,6h,4d,rainbow,unpaired,middle,2,1,false,24
9s,6h,5s,two_tone,unpaired,middle,2,0,true,12
9s,6h,5d,rainbow,unpaired,middle,2,0,true,24
9s,6h,6d,rainbow,paired,middle,2,0,true,12
9s,7s,2s,monotone,unpaired,middle,1,4,false,4
9s,7s,2h,two_tone,unpaired,middle,1,4,false,12
9s,7s,3s,monotone,unpaired,middle,1,3,false,4
9s,7s,3h,two_tone,unpaired,middle,1,3,false,12
9s,7s,4s,monotone,unpaired,middle,1,2,false,4
9s,7s,4h,two_tone,unpaired,middle,1,2,false,12
9s,7s,5s,monotone,unpaired,middle,1,1,true,4
9s,7s,5h,two_tone,unpaired,middle,1,1,true,12
9s,7s,6s,monotone,unpaired,middle,1,0,true,4
9s,7s,6h,two_tone,unpaired,middle,1,0,true,12
9s,7s,7h,two_tone,paired,middle,1,0,true,12
9s,7h,2s,two_tone,unpaired,middle,1,4,false,12
9s,7h,2d,rainbow,unpaired,middle,1,4,false,24
9s,7h,3s,two_tone,unpaired,middle,1,3,false,12
9s,7h,3d,rainbow,unpaired,middle,1,3,false,24
9s,7h,4s,two_tone,unpaired,middle,1,2,false,12
9s,7h,4d,rainbow,unpaired,middle,1,2,false,24
9s,7h,5s,two_tone,unpaired,middle,1,1,true,12
9s,7h,5d,rainbow,unpaired,middle,1,1,true,24
9s,7h,6s,two_tone,unpaired,middle,1,0,true,12
9s,7h,6d,rainbow,unpaired,middle,1,0,true,24
9s,7h,7d,rainbow,paired,middle,1,0,true,12
9s,8s,2s,monotone,unpaired,middle,0,5,false,4
9s,8s,2h,two_tone,unpaired,middle,0,5,false,12
9s,8s,3s,monotone,unpaired,middle,0,4,false,4
9s,8s,3h,two_tone,unpaired,middle,0,4,false,12
9s,8s,4s,monotone,unpaired,middle,0,3,false,4
9s,8s,4h,two_tone,unpaired,middle,0,3,false,12
9s,8s,5s,monotone,unpaired,middle,0,2,true,4
9s,8s,5h,two_tone,unpaired,middle,0,2,true,12
9s,8s,6s,monotone,unpaired,middle,0,1,true,4
9s,8s,6h,two_tone,unpaired,middle,0,1,true,12
9s,8s,7s,monotone,unpaired,middle,0,0,true,4
9s,8s,7h,two_tone,unpaired,middle,0,0,true,12
9s,8s,8h,two_tone,paired,middle,0,0,true,12
9s,8h,2s,two_tone,unpaired,middle,0,5,false,12
9s,8h,2d,rainbow,unpaired,middle,0,5,false,24
9s,8h,3s,two_tone,unpaired,middle,0,4,false,12
9s,8h,3d,rainbow,unpaired,middle,0,4,false,24
9s,8h,4s,two_tone,unpaired,middle,0,3,false,12
9s,8h,4d,rainbow,unpaired,middle,0,3,false,24
9s,8h,5s,two_tone,unpaired,middle,0,2,true,12
9s,8h,5d,rainbow,unpaired,middle,0,2,true,24
9s,8h,6s,two_tone,unpaired,middle,0,1,true,12
9s,8h,6d,rainbow,unpaired,middle,0,1,true,24
9s,8h,7s,two_tone,unpaired,middle,0,0,true,12
9s,8h,7d,rainbow,unpaired,middle,0,0,true,24
9s,8h,8d,rainbow,paired,middle,0,0,true,12
9s,9h,2s,two_tone,paired,middle,6,0,false,12
9s,9h,2d,rainbow,paired,middle,6,0,false,12
9s,9h,3s,two_tone,paired,middle,5,0,false,12
9s,9h,3d,rainbow,paired,middle,5,0,false,12
9s,9h,4s,two_tone,paired,middle,4,0,false,12
9s,9h,4d,rainbow,paired,middle,4,0,false,12
9s,9h,5s,two_tone,paired,middle,3,0,true,12
9s,9h,5d,rainbow,paired,middle,3,0,true,12
9s,9h,6s,two_tone,paired,middle,2,0,true,12
9s,9h,6d,rainbow,paired,middle,2,0,true,12
9s,9h,7s,two_tone,paired,middle,1,0,true,12
9s,9h,7d,rainbow,paired,middle,1,0,true,12
9s,9h,8s,two_tone,paired,middle,0,0,true,12
9s,9h,8d,rainbow,paired,middle,0,0,true,12
9s,9h,9d,rainbow,trips,middle,0,0,true,4
9h,3s,2s,two_tone,unpaired,middle,5,0,false,12
9h,4s,2s,two_tone,unpaired,middle,4,1,false,12
9h,4s,3s,two_tone,unpaired,middle,4,0,false,12
9h,5s,2s,two_tone,unpaired,middle,3,2,false,12
9h,5s,3s,two_tone,unpaired,middle,3,1,false,12
9h,5s,4s,two_tone,unpaired,middle,3,0,false,12
9h,6s,2s,two_tone,unpaired,middle,2,3,false,12
9h,6s,3s,two_tone,unpaired,middle,2,2,false,12
9h,6s,4s,two_tone,unpaired,middle,2,1,false,12
9h,6s,5s,two_tone,unpaired,middle,2,0,true,12
9h,7s,2s,two_tone,unpaired,middle,1,4,false,12
9h,7s,3s,two_tone,unpaired,middle,1,3,false,12
9h,7s,4s,two_tone,unpaired,middle,1,2,false,12
9h,7s,5s,two_tone,unpaired,middle,1,1,true,12
9h,7s,6s,two_tone,unpaired,middle,1,0,true,12
9h,8s,2s,two_tone,unpaired,middle,0,5,false,12
9h,8s,3s,two_tone,unpaired,middle,0,4,false,12
9h,8s,4s,two_tone,unpaired,middle,0,3,false,12
9h,8s,5s,two_tone,unpaired,middle,0,2,true,12
9h,8s,6s,two_tone,unpaired,middle,0,1,true,12
9h,8s,7s,two_tone,unpaired,middle,0,0,true,12
Ts,2s,2h,two_tone,paired,broadway,7,0,false,12
Ts,2h,2d,rainbow,paired,broadway,7,0,false,12
Ts,3s,2s,monotone,unpaired,broadway,6,0,false,4
Ts,3s,2h,two_tone,unpaired,broadway,6,0,false,12
Ts,3s,3h,two_tone,paired,broadway,6,0,false,12
Ts,3h,2s,two_tone,unpaired,broadway,6,0,false,12
Ts,3h,2d,rainbow,unpaired,broadway,6,0,false,24
Ts,3h,3d,rainbow,paired,broadway,6,0,false,12
Ts,4s,2s,monotone,unpaired,broadway,5,1,false,4
Ts,4s,2h,two_tone,unpaired,broadway,5,1,false,12
Ts,4s,3s,monotone,unpaired,broadway,5,0,false,4
Ts,4s,3h,two_tone,unpaired,broadway,5,0,false,12
Ts,4s,4h,two_tone,paired,broadway,5,0,false,12
Ts,4h,2s,two_tone,unpaired,broadway,5,1,false,12
Ts,4h,2d,rainbow,unpaired,broadway,5,1,false,24
Ts,4h,3s,two_tone,unpaired,broadway,5,0,false,12
Ts,4h,3d,rainbow,unpaired,broadway,5,0,false,24
Ts,4h,4d,rainbow,paired,broadway,5,0,false,12
Ts,5s,2s,monotone,unpaired,broadway,4,2,false,4
Ts,5s,2h,two_tone,unpaired,broadway,4,2,false,12
Ts,5s,3s,monotone,unpaired,broadway,4,1,false,4
Ts,5s,3h,two_tone,unpaired,broadway,4,1,false,12
Ts,5s,4s,monotone,unpaired,broadway,4,0,false,4
Ts,5s,4h,two_tone,unpaired,broadway,4,0,false,12
Ts,5s,5h,two_tone,paired,broadway,4,0,false,12
Ts,5h,2s,two_tone,unpaired,broadway,4,2,false,12
Ts,5h,2d,rainbow,unpaired,broadway,4,2,false,24
Ts,5h,3s,two_tone,unpaired,broadway,4,1,false,12
Ts,5h,3d,rainbow,unpaired,broadway,4,1,false,24
Ts,5h,4s,two_tone,unpaired,broadway,4,0,false,12
Ts,5h,4d,rainbow,unpaired,broadway,4,0,false,24
Ts,5h,5d,rainbow,paired,broadway,4,0,false,12
Ts,6s,2s,monotone,unpaired,broadway,3,3,false,4
Ts,6s,2h,two_tone,unpaired,broadway,3,3,false,12
Ts,6s,3s,monotone,unpaired,broadway,3,2,false,4
Ts,6s,3h,two_tone,unpaired,broadway,3,2,false,12
Ts,6s,4s,monotone,unpaired,broadway,3,1,false,4
Ts,6s,4h,two_tone,unpaired,broadway,3,1,false,12
Ts,6s,5s,monotone,unpaired,broadway,3,0,false,4
Ts,6s,5h,two_tone,unpaired,broadway,3,0,false,12
Ts,6s,6h,two_tone,paired,broadway,3,0,true,12
Ts,6h,2s,two_tone,unpaired,broadway,3,3,false,12
Ts,6h,2d,rainbow,unpaired,broadway,3,3,false,24
Ts,6h,3s,two_tone,unpaired,broadway,3,2,false,12
Ts,6h,3d,rainbow,unpaired,broadway,3,2,false,24
Ts,6h,4s,two_tone,unpaired,broadway,3,1,false,12
Ts,6h,4d,rainbow,unpaired,broadway,3,1,false,24
Ts,6h,5s,two_tone,unpaired,broadway,3,0,false,12
Ts,6h,5d,rainbow,unpaired,broadway,3,0,false,24
Ts,6h,6d,rainbow,paired,broadway,3,0,true,12
Ts,7s,2s,monotone,unpaired,broadway,2,4,false,4
Ts,7s,2h,two_tone,unpaired,broadway,2,4,false,12
Ts,7s,3s,monotone,unpaired,broadway,2,3,false,4
Ts,7s,3h,two_tone,unpaired,broadway,2,3,false,12
Ts,7s,4s,monotone,unpaired,broadway,2,2,false,4
Ts,7s,4h,two_tone,unpaired,broadway,2,2,false,12
Ts,7s,5s,monotone,unpaired,broadway,2,1,false,4
Ts,7s,5h,two_tone,unpaired,broadway,2,1,false,12
Ts,7s,6s,monotone,unpaired,broadway,2,0,true,4
Ts,7s,6h,two_tone,unpaired,broadway,2,0,true,12
Ts,7s,7h,two_tone,paired,broadway,2,0,true,12
Ts,7h,2s,two_tone,unpaired,broadway,2,4,false,12
Ts,7h,2d,rainbow,unpaired,broadway,2,4,false,24
Ts,7h,3s,two_tone,unpaired,broadway,2,3,false,12
Ts,7h,3d,rainbow,unpaired,broadway,2,3,false,24
Ts,7h,4s,two_tone,unpaired,broadway,2,2,false,12
Ts,7h,4d,rainbow,unpaired,broadway,2,2,false,24
Ts,7h,5s,two_tone,unpaired,broadway,2,1,false,12
Ts,7h,5d,rainbow,unpaired,broadway,2,1,false,24
Ts,7h,6s,two_tone,unpaired,broadway,2,0,true,12
Ts,7h,6d,rainbow,unpaired,broadway,2,0,true,24
Ts,7h,7d,rainbow,paired,broadway,2,0,true,12
